sample_id,caption_a,caption_b,expected,winner_source,image_description,image_uncanny_description
29de7ede503eb929f35c5f3090a2f774,"No opposable thumbs, eh?",You're just like your mother.,B,official_winner,A half man/ half horse meets another half man half horse but instead of an adult torso and horse legs they are a horse head and a human body.,In mythology a centaur  is a male torso and horse legged beast but this is a switch.
5cdf9dd002db3a410e9e122f002e2449,Are you really ready to start a new life?,Which finger do I use for Aliens?,B,official_winner,There is a spaceship tailing a car driving on the road. The spaceship has on five beamer lights pointing to the road and car below.,It is unusual for a spaceship to be seen on earth.
c6a67b788556329032acc260075b329f,He insisted on a room with windows......its the best I could do!!!,"Lily pad . . . lily plant . . . Damn, I've forgotten my safe word!",B,official_winner,There is a giant on the ground. It has been captured by some people. A dominatrix is using her whip on it.,There is a dominatrix during old times making the giant submit. They did not exist back then.
45f5204c1f1e24077f8416881322c8bc,"In order to truly master the art of fetch, you must understand every element of the process.",Don't you think Rusty's gotten a little grand since he started wearing that radio control collar?,A,official_winner,3 dogs are out in a field.  One is standing in front of the other two and preparing to throw a stick,It's unusual to see dogs holding items as they do not have oposable digits
75aa85e351ba46241fbaabfc42cfbb40,You won't even remember that you were here.,There’s a cure—but it’s light-years away.,B,official_winner,An alien doctor is talking to a patient. The patient looks surprised.,Aliens do not exist and cannot be doctors.
d3c7def006b69d827790c0d8bdd669f0,The torture exhibit isn't until tomorrow,How was your flight in on United?,B,crowd_winner,A couple is tied up and have their feet inside a bucket. They are at a dinner party and one of the guests are talking to them in a calm manner.,The couple look like they are hostages but they are at a dinner party and no one cares.
62c763028b9c27be7f1baf71bd9f5ef5,Their autocorrect must have changed leader to leaver.,"Must be valuable, they spend hours collecting them!",B,crowd_winner,A man is raking his lawn.  He is watching a UFO piloted by two aliens beam up piles of leaves into it.,"One would not normally expect to see a UFO.  In particular, it's highly unusual for UFOs to abduct leaves, as most UFO-related stories involve people being taken by the UFO"
d0a9e111a2610c4e8451c46cf3c17718,"No, no, no! I said FROMAGE",It's curb to table.,B,official_winner,"A couple is sitting at a table in a restaurant and being hovered over by the waiter. The man is frowning deeply.  Another waiting is walking towards the table with an angry expression, dragging a metal trash can.","It's unusual to see a waiter bring a trash can into a fine dining establishment, directly to the customer's table."
b18334857f2653ee027534834016f9f3,"It seems you promised them herd immunity, sir.",I counted way less of them in my sleep.,A,official_winner,A bunch of sheep are standing in a field. There are two wolves in suits nearby.,The animals are standing upright like humans.
aa7e57439225b18decd8abb5d5ecddbb,Do I detect some reluctance to discuss the divorce?,I think I like the French maid outfit better.,B,crowd_winner,Two people are in a kitchen. One of them is in a hazmat suit and cooking.,You don't need a hazmat suit in the kitchen.
384f5c97684b3e4b33d485a6cf7c7aa4,Her father insists on a chastity collar.,So that's where all of the coffee filters went.,B,crowd_winner,"Two men stand in a medieval country setting.  Walking past them is a third person, a woman with a large circular object around her neck",It's unusual to see people wearing clothing of such large size around the neck
4d656678f1df58784014738e5c29cb67,"I thought you volunteered to be on the float committee, not as a caricature...","The resemblance seems uncanny, but I would have to go down three floors to be sure.",B,crowd_winner,A lady is standing on a bar with a drink in her hand and looking towards the man sitting nearby with worried look on his face. There is a huge face behind the bar counter of a guy with facial hair.,Waiter's 10 times larger face behind the bar counter is unsusual.
6a4749f35d689c84db70bf5162a7eba8,Take it. You mother worries.,"And above all, ALWAYS bring a sweater.",A,crowd_winner,A Moses-like figure is standing on top of a mountain holding two tablets and is looking up into the sky with a confused/worried look on his face. A giant hand is reaching down from a cloud towards the man and it's holding a sweater.,This is a well-known story of Moses receiving the ten commandments from God on top of a mountain so seeing God give Moses what looks like a turtleneck sweater is surprising and unusual.
772fbfe3cd1baecca535a0209cde6aed,Seems to me you have problems letting go.,Oh THAT's why they call it that.,A,official_winner,Two leaves are on a tree branch with expressive faces featured among many faceless leaves that are strewn about the ground. There is a car parked in front of a house in the background.,The  leaves are anthropomorphic with one leaf having a look of worry or shock on its face while the other one has a concerned look.
7c981d3287bba0e96f129b22f689ac6d,we are not in a court room anymore....,"As a weasel, I need your vote.",B,official_winner,A politician is standing at a podium and delivering a speech in the middle of the forest. He has two secret service members guarding him. In the forest there are a bunch of animals hiding behind trees while watching the speech.,The politician is giving a speech to animals rather than humans.
b46fd94622a8b533377efe47b5699590,I also liked the Bernini exhibit.,You’re in luck! It's cannabis.,B,official_winner,A man is in an examination room sitting on a table. There are leaves growing out of him. The doctor is in front of him and appears to be amused.,Humans don't grow leaves out of their skin.
b62944daa8be3bf483eaddb8520bb88e,Trust me. They give me this stuff every day and it hasn't killed me yet.,I take this myself. There is one side effect I should mention.,B,crowd_winner,"A man is sitting in an office on his computer. He's speaking with a rat man, who is at his computer.",The man behind the desk has a rat head.
3acec0cc1c3cfe15bd8b1573bb0c88df,Shouldn't we tell him that place has cougars?,He got the man cave in the divorce.,B,crowd_winner,A caveman is alone in a small cave. He looks sad. Two other cavepeople are staring at him from a hole.,The man's cave is very small and he looks sad.
c92debcf9a082bd83d7ef24dcfc359bf,They're so much uglier in person.,I listed our freezer on Airbnb.,B,crowd_winner,Two people are inside a house. A woman stares out the window. There are a bunch of snowmen with hats and scarves staring at them.,There are a ton of snowmen outside staring through the window.
3d1ad62745434e3521159c6643a0254b,I lose my breakfast every time I see these.,We thought it would look better with big breasts.,B,official_winner,Four surgeons perform a surgery on a missile in an operating room. The missile has its paneling opened up for access for the doctors.,"It doesn't make sense that medical doctors would be performing surgery on an inanimate object like a missile; usually, these doctors perform surgeries on people."
770cb8482794aad4aff40447cc3dd39e,I have to hang up. I'm on deck.,"COVID, what could go wrong?",A,official_winner,"3 baseball players appear to be playing baseball in a living room.  A fourth person sits on a coach behind them, watching and talking on the phone",It's unusual to see games of baseball being played inside houses
097c7432228b245f0fcc6d3eac3cb177,"This is my first session, but I have the feeling I've seen all these people before.","If you adopt her, please understand that she comes with a lot of baggage.",B,official_winner,"Six people and one animal are sitting in chairs positioned in a circle in a therapist's office. The person sitting in the center of the image is wearing glasses and and a chin beard and appears to be the therapist. Many of the other people are characters from Wizard of the Oz (Dorothy, Scarecrow, Tin Man, Cowardly Lion).",Characters from a fictional story are sitting in a real world setting (therapist's office). It's also unusual to see fictional characters needing/getting therapy.
