sample_id,meta,joke_a_text,joke_b_text,expected,winner_source,image_description,image_uncanny_description
dd95fca58414313a0cddae026f7f0ae8,NYCC train dd95fca58414313a0cddae026f7f0ae8,I'll write that down for you.,So why did you leave Red Lobster?,Joke B,official_winner,A man and a lobster are sitting across from one another at an office desk up high in an office building. The man is dressed in a suit and bow tie and is looking down at a sheet of paper. The lobster is sitting in a char with its claws above its head.,A lobster lives in the sea and is caught to be eaten so seeing one sitting in a chair in an office while a man dressed in a suit looks to be interviewing him for a job is unusual.
248d23982b1f59be1975cc8ef909b561,NYCC train 248d23982b1f59be1975cc8ef909b561,You're the one who said I wasn't eating enough fiber.,"They last longer, but they won't get you on the news.",Joke A,crowd_winner,Two sharks are talking underwater. One of them has a mannequin in its teeth.,Nothing unusual. People drop all sorts of random crap in the ocean.
0e78b4884a83fbf7106e95c4ce63b84c,NYCC train 0e78b4884a83fbf7106e95c4ce63b84c,"Fine, mom. You've made your point. I'll start looking for an apartment tomorrow.","In light of the election, I'm thinking that a gap decade might be a good idea.",Joke A,crowd_winner,A man holds a baby monitor while he is in the crib. He looks at the monitor as if expecting something.,The man being inside the crib. Usually cribs are for infants.
fc86ad797740b7795238ef1b51f44d42,NYCC train fc86ad797740b7795238ef1b51f44d42,See any Lifesavers?,Let's just call GrubHub.,Joke A,crowd_winner,There are two tiny deserted islands in the ocean. In the foreground on one island two stranded men are sitting next to a palm tree and one man is talking to the other. Both men are eyeing the other island which is littered with giant candies and pastries which stick out of the sand.,It is unusual for an island to be covered with giant candies and pastries.
128d2040c5fcec2fde21235448636cd2,NYCC train 128d2040c5fcec2fde21235448636cd2,I just haven't been feeling like myself lately.,Looks like you're already familiar with the side effects.,Joke B,crowd_winner,A centaur is inside a store. He is purchasing some things from a clerk.,"Centaurs don't exist, and they probably wouldn't be allowed in stores if they did."
0d18b524e20e36319f358fd70214e546,NYCC train 0d18b524e20e36319f358fd70214e546,She said she couldn't take my gas.,Where do the voices tell you to go?,Joke B,official_winner,A psychiastrist is in her office. She's talking to a car that is on her couch.,There is a car instead of a patient.
fe05a45c44b8fbb4d777b69413835447,NYCC train fe05a45c44b8fbb4d777b69413835447,The neighborhood's not like I remembered it.,Please! I have a wife and two thousand kids!,Joke B,official_winner,A bear is standing in a river. Some fish are trying to jump up a waterfall.,Nothing looks unusual. This is a standard thing for bears and fish to do.
df1e9eb50886584efacb22e077ce2635,NYCC train df1e9eb50886584efacb22e077ce2635,"Or, I could teach you how to fish.",Ted's blind date was not what he imagined.,Joke A,official_winner,"A man is sitting at a table in a restaurant. There is a fish on a plate in front of him, and he is staring at it.",Restaurants wouldn't serve a whole fish like that.
f6ef9e20aed5e4b3c297b1a1c050b62d,NYCC train f6ef9e20aed5e4b3c297b1a1c050b62d,I'm not kidding. It tolls for me.,Like I would date a guy from Notre Dame.,Joke B,official_winner,"A woman is outside her apartment watering plants. Across the way, a man is perched on top of a cathedral.",A man is on top of the church like he's a bird.
c5f1997ba8d15bc4305788f3ae2a3074,NYCC train c5f1997ba8d15bc4305788f3ae2a3074,So that's where all the furniture went.,"No, it's called testosterone.",Joke A,official_winner,A caveman is on top of some rocks piled up. A cavewoman looks at him from below.,The caveman is on top of a rock tower.
439a3b876575d05b8eecabef88bb5ded,NYCC train 439a3b876575d05b8eecabef88bb5ded,"Hold on, the Senate Committee on Women's Health is getting out.",I think I'm going to need more than bald with glasses and a moustache.,Joke A,official_winner,A large group of men are exiting a room in an office. This group of men are all exact clones of one another. A woman is nearby on the phone and looking on with a shocked expression.,There are a dozen or more men that are in the same place and are perfect replicas of one another.
5922f759e117dfe88823fc87271aa843,NYCC train 5922f759e117dfe88823fc87271aa843,"""After a while it's like, what bees?",Are you interested in a timeshare here?,Joke A,official_winner,A man's head is in a bee hive. A woman is staring at it.,There is a man's head in a beehive staring at a woman.
617ab3bfef0d898d7435b15fb2827122,NYCC train 617ab3bfef0d898d7435b15fb2827122,You're ALWAYS cold!,Want to trade?,Joke A,official_winner,Two people are riding motorcycles. The man is naked and looks angry at the woman.,There is a naked man on a motorbike.
483043a563a41a04e1aca0ece3087a39,NYCC train 483043a563a41a04e1aca0ece3087a39,Disney nixed our sequel again.,I feel like seafood tonight.,Joke B,official_winner,"A man and mermaid are sitting in a living room area with a coffee table, lamp, some paintings on the wall. The mermaid is naked from the top up with a fish tail being her waist down and is sitting in a chair. The man is sitting in normal human clothes (sweater and long pants) and is sitting on the couch across from the mermaid. The mermaid appears to be saying something with a worried look on her face to which the man is listening  and also has a worried look on his face.",A mermaid is a mythical creature that lives in the sea so seeing her/one sitting in the middle of a traditional living room setting in modern times is unusual.
7e740d6c2f70ab7ace96c04cd06fcd1e,NYCC train 7e740d6c2f70ab7ace96c04cd06fcd1e,Well the show's called 'The Bachelor' for a reason!,"I'm not feeling much love, but my arthritis is a lot better.",Joke B,official_winner,A man is seen angrily complaining about being shot by multiple arrows. Cupid is beside him with his arms crossed. They are both getting therapy from a therapist who is listening intently.,Someone who is shot by an arrow wouldn't be perfectly fine.
ac520fdf548dd66c706b5e22a13713ad,NYCC train ac520fdf548dd66c706b5e22a13713ad,One thing led to another.,Ignore him. He's only my fantasy.,Joke A,official_winner,"A bespectacled man in semi-formal clothing is holding the door knob to a bedroom. His wife is naked in bed with another man, who has numbers drawn around him like the face of a clock.",It's unusual to see a man labeled with numbers in the style of a clock-face. It's also slightly uncommon to see one's wife in bed with another man.
f3cc003819988f8254e1e9ddad979f72,NYCC train f3cc003819988f8254e1e9ddad979f72,You're the guy telling people you never remember your dreams?,I'm here to grant your wife's wish that you would fix the toilet.,Joke B,official_winner,A man is laying in bed. There is a woman on a cloud with a plunger coming toward him.,The lady on the cloud doesn't belong.
be335d2ffb64b0e88bf3fc98b725b96f,NYCC train be335d2ffb64b0e88bf3fc98b725b96f,"Make a different wish, your bagel is really stuck.",Love the bronze lamp. Back in the day . . .,Joke A,official_winner,A genie is coming out of a toaster. The boy is holding the lamp. But the genie is coming out of a toaster instead.,"Genies come out of lamps, not toasters."
eb487eb435b4371d3ab01a72f3315a19,NYCC train eb487eb435b4371d3ab01a72f3315a19,"Your Honor, permission to join the witness.","No, we don't care to see the ""long"" of it.",Joke A,official_winner,"A lawyer is in court, and holding a pair of shorts in front of the judge and witness. The witness is in a pool.",The witness box has become a pool.
8b9f3e4a9e527ad37edd17cb2f24385a,NYCC train 8b9f3e4a9e527ad37edd17cb2f24385a,I think they're toying with us.,I think we're beating a dead horse.,Joke A,crowd_winner,Two men dressed as cowboys with guns are being chased by two other men dressed as cowboys with guns and wearing sheriff badges. All the men are on fake toy rocking horses and they all look angry.,"You would expect to see the men on top of real horses but instead you see them on toy rocking horses. Toy rocking horses aren't able to move forward so seeing them in a ""chase"" situation is also unusual. The men acting serious as if they were not on a child's toy rocking horse is also unusual."
55cdcec6c7346012319670a7293bc347,NYCC train 55cdcec6c7346012319670a7293bc347,High time we held a jumble sale ?,Tasted kind of mediciney.,Joke B,official_winner,"There is a male lion talking to a female lion on the savanna. On the ground between them are various items which hint at a missing doctor such as a stethoscope, shoe, bones, pen and rubber mallet.",It is unusual for lions to talk or discuss any missing persons.
e0d68afae0e5e6a0e160ffed4fd8eba2,NYCC train e0d68afae0e5e6a0e160ffed4fd8eba2,The coroner ruled it a suicide but I'm pretty sure Bob was just on his way to the bathroom.,We finally figured out why the agent would only bring us here for minutes at a time.,Joke A,crowd_winner,Two women are sitting in a living room and having a conversation. There are a set of train tracks going directly through the living room into another part of the house. The women aren't paying any attention to it.,Train tracks are going directly through the house rather than around the house.
f70226865dbd69e694cbdc2b34e82196,NYCC train f70226865dbd69e694cbdc2b34e82196,"With the score tied love to love, Henry suddenly found himself inches away from the goal line.","Okay. Now you be the naughty mosquito, and I'll be the tormented sporting goods salesman.",Joke B,official_winner,"A woman is sitting suggestively on-top of her husband in bed; the man looks a bit confused. The man is wearing a football helmet, as a fly swatter sits to the side. The woman is wearing a set of bug ears.",It's unusual because the implication is that the woman has a sexual fetish for pretending to be an insect. This sort of taboo subject is rarely discussed.
1d74e1347818f688f0ab6e904aec8c4b,NYCC train 1d74e1347818f688f0ab6e904aec8c4b,It was then Phylis realized that they were becoming two very different people.,"During next week's session, we'll have you paint yourself into a corner.",Joke B,official_winner,A man is sitting in a chair writing. A woman has dug up the floor.,Most floors are wood or stone so she shouldn't be able to make a hole.
3b6f43cdf7191f73a20d519900f84027,NYCC train 3b6f43cdf7191f73a20d519900f84027,And stop referring to the prosecuting attorney as 'my lovely assistant.',"Rabbits are one thing, but making entire juries disappear is unacceptable.",Joke A,official_winner,"A lawyer, a judge, and a witness are in a courtroom. The judge is saying something to the witness.","The witness is wearing some very old fashioned clothing, like a top hat."
67a51a7bb46d6203cd2d8ac6fc24b452,NYCC train 67a51a7bb46d6203cd2d8ac6fc24b452,"Did he or did he not say, ""think more globally""?","Hey, you teach C.P.R. your way, and I'll teach it mine.",Joke B,official_winner,Two businessmen are walking down a hall. One of them is carrying a blow up doll.,A blow up doll is not something most people would carry around in public.
